Street,City,propertycard__detailvalue,quartos,banheiros,vagas,price
Sacomã São Paulo,SP,94,2,1,1,445000
Rua Doutor Sales Gomes Júnior,Vila Paulo Silas,90,3,2,2,550000
Alto de Pinheiros São Paulo,SP,451,4,4,3,4000000
Jardim Castelo São Paulo,SP,313,6,4,5,650000
Rua Florianópolis,Vila Bertioga,180,2,1,1,650000
Jardim América São Paulo,SP,850,3,3,10,65000
Rua Itália,Jardim Europa,600,3,3,10,10500000
Rua Dom Raimundo Brito,Aclimação,145,3,1,2,1200000
Rua Henrique Martins,Jardim Paulista,420,4,4,2,3800000
Morumbi São Paulo,SP,546,4,7,5,3500000
Rua Doutor José Estefno,Jardim Vila Mariana,350,4,6,4,2700000
Jardim Santo Amaro São Paulo,SP,120,2,2,4,800000
Rua Mariano Procópio,Vila Monumento,538,4,2,4,1600000
Rua Pascoal Pais,Vila Cordeiro,210,3,5,4,2000000
Avenida das Magnólias,Cidade Jardim,260,3,5,4,2700000
Rua Vapabussu,Jardim Aeroporto,130,2,3,2,600000
Jardim Europa São Paulo,SP,750,4,4,4,18000000
Vila Barbosa São Paulo,SP,216,1,1,3,380000
Rua Francisco de Vitória,Jardim Vila Mariana,220,3,3,4,1400000
Rua Damiro de Oliveira Volpe,Vila Nova Conceição,140,2,3,2,2350000
Rua Guarei,Vila Bertioga,104,3,2,2,460000
Vila Inah São Paulo,SP,170,3,4,4,1300000
Rua Luiz Nunes,Parque Ramos Freitas,200,3,2,1,250000
Rua Antônio de Macedo Soares,Campo Belo,380,3,4,5,2819000
Parque Imperial São Paulo,SP,120,2,3,3,600000
Rua Keisuke Koza,Jardim Trussardi,200,3,4,2,1100000
Avenida Itacira,Planalto Paulista,322,4,5,4,1950000
Jardim Guedala São Paulo,SP,850,4,4,4,18000
Rua Timbó,Mooca,170,3,2,2,940000
Campininha São Paulo,SP,102,2,1,1,470000
Jardim Paulista São Paulo,SP,490,4,4,4,5000000
Avenida Moaci,Planalto Paulista,160,3,4,3,1020000
Avenida Sílvio Sciumbata,Interlagos,945,4,7,5,2680000
Rua Atalaia,Sumaré,400,4,6,3,2800000
Avenida Biarritz,Vila Represa,284,4,8,4,2009000
Jardim Paulista São Paulo,SP,526,4,4,3,11000000
Vila Bela São Paulo,SP,166,2,3,2,430000
Rua Marcelino Champagnat,Jardim da Glória,367,4,6,5,3100000
Rua Geórgia,Brooklin Paulista,160,3,3,4,1700000
Rua Mil Oitocentos e Vinte e Dois,Ipiranga,282,4,3,2,950000
Rua Mário,Vila Romana,150,3,4,2,1170000
Alto de Pinheiros São Paulo,SP,560,4,6,9,7000
Rua Eugênio da Silva,Horto Florestal,254,3,3,4,721000
Rua Brito Peixoto,Vila Cordeiro,380,4,3,2,8500
Rua Urbanizadora,Sumaré,269,3,4,5,7000
Jardim Everest São Paulo,SP,642,4,5,6,5200000
Rua Giovanni Gianesi,Vila Cordeiro,110,2,3,1,3700
Rua Marajá,"Açu, 55",150,4,2,1,420000
Vila Bertioga São Paulo,SP,170,3,4,4,1050000
Jardim Prudência São Paulo,SP,137,3,5,2,1000000
Rua Marquês de Lages,Vila Moraes,360,4,3,4,790000
Avenida Morumbi,Morumbi,400,4,3,4,1600000
Brooklin Paulista São Paulo,SP,363,3,5,4,1600000
Vila Mariana São Paulo,SP,110,3,4,1,1011000
Indianópolis São Paulo,SP,600,6,6,8,5500000
Santo Amaro São Paulo,SP,351,4,3,4,2200000
Rua Berlioz,Vila Ida,362,4,6,5,4500000
Jaraguá São Paulo,SP,64,2,1,1,280000
Rua Belmiro Zanetti Esteves,Vila Mira,190,3,4,2,649900
Jardim Paulista São Paulo,SP,249,3,3,4,25000
Rua Judite de Bueno de Azevedo,Vila São José (Ipiranga),120,3,1,1,550000
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,343,4,7,4,8634300
Rua Embuaçu,Vila Mariana,150,3,3,3,800000
Sumaré São Paulo,SP,330,4,3,2,7000
Vila Oratório São Paulo,SP,350,3,4,5,1500000
Rua das Açucenas,Cidade Jardim,500,4,7,4,5400000
Rua Jani Penoy Arcuri,Jardim Peri,250,1,1,4,450000
Jardim Coimbra São Paulo,SP,210,3,2,2,387000
Rua Álvaro Rodrigues,Vila Cordeiro,300,3,4,2,1700000
Jardim Paulistano São Paulo,SP,515,5,6,5,13500000
Rua Aburá,Sítio do Mandaqui,80,2,3,2,490000
Mooca São Paulo,SP,270,4,3,3,1200000
Cidade Monções São Paulo,SP,375,4,4,3,2400000
Rua Acaiacá,Cidade Líder,300,3,3,8,599000
Rua Aratanji,Vila Nova Cachoeirinha,250,3,5,4,850000
Jardim da Glória São Paulo,SP,265,4,5,5,2900000
Jardim Paulista São Paulo,SP,467,3,6,3,6000000
Rua Vercínio Pereira de Souza,Jardim Tietê,140,1,1,2,260000
Avenida Mauro Marques da Silva,Vila Antônio,80,2,1,2,375000
Santo Amaro São Paulo,SP,420,3,5,3,1980000
Rua Benedito Felizardo,Sítio Represa,37000,4,2,4,2900000
Rua Araxiá,Jardim Guedala,456,4,5,3,2350000
Vila Suzana São Paulo,SP,180,3,3,3,870000
Rua Doutor Carneiro Maia,Vila Água Funda,138,2,2,2,850000
Alto da Lapa São Paulo,SP,353,3,4,6,2100000
Vila Romana São Paulo,SP,190,3,2,3,957010
Rua Miguel Sutil,Vila Cordeiro,130,2,1,2,1200000
Rua Ilhota,Vila Carrão,280,4,4,4,600000
Jardim Paulista São Paulo,SP,500,4,5,3,9000000
Rua das Ameixeiras,Conjunto Residencial Jardim Canaã,170,3,5,2,600000
Rua Escobar Ortiz,Vila Nova Conceição,352,4,4,3,6340000
Vila Mariana São Paulo,SP,190,4,3,3,8000
Jardim Vila Mariana São Paulo,SP,300,3,2,6,2500000
Jardim Santo Amaro São Paulo,SP,250,3,4,4,1300000
Vila Lúcia São Paulo,SP,340,3,1,5,1810000
Rua das Hortênsias,Mirandópolis,170,3,3,2,930000
Jardim Anália Franco São Paulo,SP,150,3,4,3,1220000
Brooklin Paulista São Paulo,SP,250,4,5,4,2200000
Rua Dom Silvério Pimenta,Vila Gumercindo,171,3,5,5,1350000
Jardim Europa São Paulo,SP,172,2,3,2,4400000
Rua Matilde Diez,Vila do Castelo,453,3,1,5,780000
Pinheiros São Paulo,SP,235,3,3,1,6000
Rua Octávio Modolin,Jardim Rosa Maria,85,2,2,2,370000
Rua Capitão Garcindo,Pacaembu,434,5,4,4,20000
Jardim Monte Kemel São Paulo,SP,125,3,4,2,600000
Vila Gomes Cardim São Paulo,SP,384,4,3,5,2014000
Rua Trinta e Um de Março,Fazenda Morumbi,429,4,5,4,1000000
Rua João Álvares Soares,Campo Belo,200,4,6,6,2900000
Rua Carlos Petit,Vila Mariana,400,11,5,3,2800000
Rua Elizabeth Trovão Usui,Vila Olímpia,111,3,2,2,1600000
Rua Bernardino Machado,Granja Julieta,893,7,9,4,3920000
Chácara Inglesa São Paulo,SP,90,3,3,2,900000
Santo Amaro São Paulo,SP,270,3,3,3,1650000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,250,2,2,3,1800000
Rua Paraupava,Belenzinho,135,3,3,2,670000
Rua Cerro Corá,Vila Romana,90,2,2,1,710000
Rua Jacatirão,Chácara Monte Alegre,420,4,7,4,2500000
Rua Senador Milton Campos,Santo Amaro,190,3,3,2,1300000
Rua Engenheiro Osvaldo Andreani,Vila Rio Branco,120,2,4,2,670000
Jardim Guedala São Paulo,SP,572,4,6,7,15000
Rua Luiz Galhanone,Jardim Viana,280,4,5,3,2500000
Vila Progredior São Paulo,SP,200,3,2,2,2200000
Travessa Umberto Bignardi,Paraíso,190,11,8,2,2500000
Vila Monumento São Paulo,SP,95,2,2,2,750000
Vila Madalena São Paulo,SP,320,3,4,4,1980000
Jardim da Glória São Paulo,SP,750,6,9,6,2880000
Morumbi São Paulo,SP,184,1,1,1,827739
Rua Cardoso de Almeida,Perdizes,350,5,4,5,7000
Cambuci São Paulo,SP,366,4,5,5,1650000
Rua Ministro Oscar Saraiva,Vila Brasílio Machado,160,3,2,2,700000
Rua Wagih Assad Abdalla,Morumbi,520,5,9,6,4800000
Rua Gaurama,Jardim Franca,450,5,6,5,2200000
Rua Luís Góis,Mirandópolis,197,2,1,1,1600000
City América São Paulo,SP,573,5,6,8,2015000
Vila Bancária Munhoz São Paulo,SP,140,3,1,2,580000
Rua Acuruá,Vila Romana,290,4,3,2,2200000
Rua Cristiano Viana,Cerqueira César,120,2,2,1,880000
Rua Viena,Sacomã,127,3,2,2,880000
Rua Conde de Porto Alegre,Campo Belo,381,3,3,3,1900000
Rua dos Beija,"Flores, 74",300,2,2,2,770000
Jardim Londrina São Paulo,SP,175,4,4,2,850000
Chácara Monte Alegre São Paulo,SP,333,5,1,2,1400000
Vila Ester (Zona Norte) São Paulo,SP,226,3,3,4,670000
Rua São José,Santo Amaro,800,4,5,12,8200000
Pinheiros São Paulo,SP,140,2,3,1,1915000
Rua Professor Henrique Neves Lefevre,Jardim Petrópolis,947,4,5,10,9000000
Indianópolis São Paulo,SP,200,4,4,1,3405000
Jardim Hípico São Paulo,SP,133,2,4,3,1750000
Campo Belo São Paulo,SP,210,4,4,2,1190000
Morumbi São Paulo,SP,680,4,6,4,4400000
Jardim Patente São Paulo,SP,177,2,1,2,450000
Pacaembu São Paulo,SP,350,3,3,3,1850000
Avenida Piassanguaba,Planalto Paulista,260,3,4,2,2350000
Rua Visconde de Guilhofrei,Brooklin,90,2,2,2,947000
Avenida Nhandu,Planalto Paulista,280,3,4,2,890000
Vila Clementino São Paulo,SP,160,3,1,6,2400000
Rua Laiana,Boaçava,376,3,6,6,20000
Rua Nove de Julho,Santo Amaro,256,3,5,2,1800000
Vila Nova Curuçá São Paulo,SP,107,1,1,1,188682
Rua Sousa Ramos,Vila Mariana,250,3,1,10,2500000
Rua Carlos Petit,Vila Mariana,290,3,1,3,2500000
Sumaré São Paulo,SP,550,3,4,6,3598010
Rua Doutor João Batista de Lacerda,Quarta Parada,150,3,3,4,750000
Jardim Londrina São Paulo,SP,220,3,5,6,950000
Rua Sônia Ribeiro,Brooklin,260,4,6,3,2300000
Rua Luís Gama,Cambuci,320,3,1,6,1200000
Cidade Jardim São Paulo,SP,917,3,6,11,9500000
Rua Inácio Manuel Álvares,Jardim Ester,200,2,3,4,830000
Jardim Paulista São Paulo,SP,700,4,6,3,11000000
Jardim Paulista São Paulo,SP,520,4,6,6,7500000
Rua Escritor Abeguar Bastos,Indianópolis,200,3,5,2,1600000
Rua Laerte Assunção,Jardim Paulistano,400,4,6,5,7000000
Vila Morse São Paulo,SP,150,3,4,2,700000
Avenida George Saville Dodd,Jardim Guedala,750,5,8,9,7500000
Alto da Lapa São Paulo,SP,250,3,4,6,2000000
Brás São Paulo,SP,110,3,2,1,550000
Jardim dos Estados São Paulo,SP,780,5,8,6,4800000
Rua Doutor Francisco José Longo,Chácara Inglesa,150,2,3,3,4500
Rua Mesquita,Vila Deodoro,150,3,4,2,1300000
Rua Araporé,Jardim Guedala,860,4,3,8,6000000
Avenida Aratãs,Indianópolis,265,3,3,2,990000
Jardim América São Paulo,SP,680,4,6,20,11500000
Rua Maria Celina,Cursino,180,3,2,2,797900
Praça Graciliano Ramos,Vila Mariana,236,4,2,3,1450000
Rua Mesquita,Vila Deodoro,260,3,3,3,1800000
Rua Clara Parente,Vila Primavera,84,3,3,3,680000
Rua Müler Carioba,Cursino,181,3,3,4,950000
Vila Andrade São Paulo,SP,260,4,3,3,10000
Campo Belo São Paulo,SP,640,5,5,5,3500000
Rua dos Chanes,Indianópolis,170,4,4,2,2300000
Rua Oliveira Pimentel,Jardim Paulista,502,4,4,8,8900000
Rua Manuel Antônio Carvalho,Vila Clarice,90,3,2,2,398000
Alameda dos Indígenas,Planalto Paulista,314,3,4,4,1450000
Alto da Mooca São Paulo,SP,114,2,2,2,530000
Rua Manuel Navarro,Jardim Guedala,470,4,8,4,3300000
Rua Doutor José Maria Whitaker,Vila Sônia,259,3,2,2,1568000
Rua Granja Julieta,Granja Julieta,220,4,4,4,1600000
Rua Coelho de Carvalho,Alto da Lapa,106,2,2,1,650000
Rua Grécia,Jardim Europa,261,3,2,2,5750000
Instituto de Previdência São Paulo,SP,120,3,1,2,2600
Rua Leandro Dupré,Vila Clementino,139,3,2,5,2800000
Parque dos Príncipes São Paulo,SP,270,3,5,5,1150000
Jardim Europa São Paulo,SP,198,4,3,5,6300000
Rua Rodrigo Cláudio,Aclimação,340,5,7,4,2500000
Saúde São Paulo,SP,230,4,4,2,1100000
Jardim Leonor São Paulo,SP,900,4,4,4,4000000
Rua Ernesto Manograsso,Cidade São Mateus,100,2,1,3,350000
Jardim Paulista São Paulo,SP,650,4,7,7,11000000
Jardim América São Paulo,SP,1200,5,5,8,14000000
Rua Tomé Portes,Brooklin Paulista,445,3,4,8,4000000
Rua Coronel Castro Faria,Vila Romana,337,3,3,4,2200000
Rua Edmon Mário Hage,Planalto Paulista,331,3,3,4,850000
Rua Eduardo Antônio de Paula,Jardim Santa Adélia,120,2,2,2,650000
Cerqueira César São Paulo,SP,143,3,3,3,1600000
Jardim Cidade Pirituba São Paulo,SP,115,3,2,2,560000
Rua Francisco Teles Dourado,Jardim Prudência,320,4,3,4,1380000
Rua Rainha Vitória Eugênia,Vila Campestre,89,2,1,1,525000
Rua Doutor Cid de Castro Prado,Planalto Paulista,144,2,3,2,800000
Avenida dos Bandeirantes,Planalto Paulista,178,2,3,2,750000
Alameda dos Guatás,Saúde,210,3,5,2,1130000
Rua Lutécia,Vila Nova Manchester,308,2,1,1,1100000
Rua Salvador Caruso,Vila Ipojuca,216,3,4,5,1450000
Jardim Paulista São Paulo,SP,140,3,4,2,2290000
Vila Tramontano São Paulo,SP,388,3,7,8,4900000
Avenida Diógenes Ribeiro de Lima,Alto da Lapa,344,3,5,6,1915000
Jardim Morumbi São Paulo,SP,1200,5,5,6,5900000
Avenida Amarilis,Cidade Jardim,840,4,6,8,5900000
Jardim Europa São Paulo,SP,872,3,4,7,18000000
Rua Joaquim Lima de Moraes,Santo Amaro,224,3,5,2,1500000
Ferreira São Paulo,SP,125,3,4,3,650000
Rua Santo Irineu,Bosque da Saúde,150,3,2,3,950000
Rua Antônio Bento,Jardim Paulista,476,4,5,3,5200000
Rua Coronel Irlandino Sandoval,Jardim Paulistano,390,4,4,5,4900000
Jardim Europa São Paulo,SP,1317,4,5,7,25000000
Rua Xavier Gouveia,Parque Colonial,230,2,2,1,980000
Rua Napoleão de Barros,Vila Clementino,130,2,1,1,950000
Rua Barão de São Gabriel,Bela Aliança,235,3,3,4,1600000
Jardim Leonor São Paulo,SP,547,4,4,4,3000000
Rua Teixeira Pinto,Jardim Paulista,517,4,6,4,9500000
Jardim Cidália São Paulo,SP,230,3,4,8,845000
Perdizes São Paulo,SP,120,3,3,2,1250000
Cidade Jardim São Paulo,SP,1895,5,8,10,25000000
Jardim Luzitânia São Paulo,SP,512,2,5,8,8100000
Rua Professor Araújo Maciel,Vila Fachini,60,2,2,2,450000
Rua Teresa Lon,Jardim Patente Novo,190,3,4,4,780000
Planalto Paulista São Paulo,SP,238,5,6,2,2200000
Rua Dom Lúcio de Sousa,Vila Gumercindo,172,4,1,1,849000
Rua Domingos Gonçalo,Jardim Campo Grande,240,3,5,4,2300000
Rua Zilda,Casa Verde Alta,223,3,2,3,640000
Campo Belo São Paulo,SP,300,4,4,2,2300000
Rua Pau,"Brasil, 10",464,5,4,4,4000000
Jardim Paulista São Paulo,SP,420,4,4,2,3800000
Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul),200,2,4,3,1100000
Alto de Pinheiros São Paulo,SP,670,5,4,7,15000000
Rua Pio IV,Jardim Vitoria Regia,411,4,5,5,3500000
Rua Clarence,Vila Cruzeiro,160,3,5,2,1650000
Rua Francisco Tapajós,Vila Santo Estéfano,82,3,2,1,520000
Rua Getúlio Vargas Filho,Cidade Vargas,130,3,2,4,850000
Brooklin Paulista São Paulo,SP,180,3,3,2,1200000
Morumbi São Paulo,SP,400,4,1,4,1600000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,266,3,4,6,1400000
Rua Aziz Nader,Jardim Petrópolis,700,4,3,5,16000
Rua Veríssimo da Silva,Jardim Nossa Senhora do Carmo,97,2,3,2,385000
Cidade Ademar São Paulo,SP,220,3,3,6,420000
Rua Marcos Fernandes,Jardim da Saúde,168,3,4,4,960000
Jardim Europa São Paulo,SP,650,5,8,6,45000
Saúde São Paulo,SP,143,4,1,5,2940000
Nova Piraju São Paulo,SP,200,3,2,2,950000
Praça Contendas,Vila Anhangüera,96,2,2,3,850000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,387,3,5,4,1800000
Rua Amandaba,Jardim Prudência,300,3,4,3,1500000
Cidade Jardim São Paulo,SP,600,4,4,4,15000
Rua Arandu,Itaim Bibi,87,1,2,2,900000
Rua Itamonte,Vila Medeiros,241,2,2,1,500000
Sumarezinho São Paulo,SP,415,3,3,2,2950000
Rua Jacarezinho,Jardim Europa,1300,5,8,10,18900000
Rua Melo Morais Filho,Jardim Guedala,545,4,5,3,8500000
Rua Araucária,Jardim Franca,251,3,3,3,929000
Cidade Monções São Paulo,SP,150,3,4,2,1990000
Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul),150,3,3,2,995000
Avenida Albert Einstein,Jardim Leonor,790,5,9,9,6000000
Rua Antônio Calixto Abrão,Parque Imperial,96,2,2,3,590000
Rua Engenheiro César Silveira Grilo,Jardim Marajoara,485,4,7,6,2700000
Rua Péricles,Jardim Petrópolis,900,3,3,5,13000000
Rua Coelho de Carvalho,Alto da Lapa,220,3,4,4,1280000
Vila Campo Grande São Paulo,SP,100,3,1,2,530000
Rua Irmã Maria Amélia,Vila Pirituba,182,3,4,2,590000
Rua Guimarães Passos,Vila Mariana,210,4,4,3,1700000
Rua Bernardino de Campos,Campo Belo,340,3,6,5,2500000
Rua Escobar Ortiz,Vila Nova Conceição,200,3,5,4,5850000
Aclimação São Paulo,SP,200,3,4,4,1060000
Rua Joaquim Cândido de Azevedo Marques,Vila Morumbi,490,4,8,7,9000
Rua Faustolo,Lapa,205,3,1,1,900000
Rua Cardoso de Almeida,Perdizes,350,5,4,5,7000
Cambuci São Paulo,SP,366,4,5,5,1650000
Rua Ministro Oscar Saraiva,Vila Brasílio Machado,160,3,2,2,700000
Rua Wagih Assad Abdalla,Morumbi,520,5,9,6,4800000
Rua Gaurama,Jardim Franca,450,5,6,5,2200000
Rua Luís Góis,Mirandópolis,197,2,1,1,1600000
City América São Paulo,SP,573,5,6,8,2015000
Vila Bancária Munhoz São Paulo,SP,140,3,1,2,580000
Rua Acuruá,Vila Romana,290,4,3,2,2200000
Rua Cristiano Viana,Cerqueira César,120,2,2,1,880000
Rua Viena,Sacomã,127,3,2,2,880000
Cidade Monções São Paulo,SP,130,2,4,1,950000
Rua Conde de Porto Alegre,Campo Belo,381,3,3,3,1900000
Rua dos Beija,"Flores, 74",300,2,2,2,770000
Jardim Londrina São Paulo,SP,175,4,4,2,850000
Chácara Monte Alegre São Paulo,SP,333,5,1,2,1400000
Vila Ester (Zona Norte) São Paulo,SP,226,3,3,4,670000
Rua São José,Santo Amaro,800,4,5,12,8200000
Pinheiros São Paulo,SP,140,2,3,1,1915000
Rua Professor Henrique Neves Lefevre,Jardim Petrópolis,947,4,5,10,9000000
Indianópolis São Paulo,SP,200,4,4,1,3405000
Jardim Hípico São Paulo,SP,133,2,4,3,1750000
Campo Belo São Paulo,SP,210,4,4,2,1190000
Rua Alabastro,Aclimação,240,3,4,3,1550000
Vila Lageado São Paulo,SP,150,2,2,4,745000
Rua Desembargador Vicente Penteado,Jardim América,358,3,5,8,6450000
Rua Xavier da Rocha,Parque da Vila Prudente,96,2,1,2,470000
Bosque da Saúde São Paulo,SP,486,3,1,1,1900000
Parque Jabaquara São Paulo,SP,150,3,1,2,1250000
Jardim D'Abril São Paulo,SP,90,2,1,1,349800
Rua Gastão da Cunha,Vila Paulista,177,3,2,2,690000
Rua Comandante Ismael Guilherme,Jardim Luzitânia,600,4,7,4,12000000
Santo Amaro São Paulo,SP,350,4,6,10,2300000
Rua Salvador Fiordelisio,Vila Bertioga,77,3,4,2,599000
Paraisópolis São Paulo,SP,828,1,1,3,841750
Rua Oronzo Scattone,Vila Gumercindo,70,2,1,1,495000
Jardim Cidália São Paulo,SP,230,3,4,8,845000
Perdizes São Paulo,SP,120,3,3,2,1250000
Cidade Jardim São Paulo,SP,1895,5,8,10,25000000
Jardim Luzitânia São Paulo,SP,512,2,5,8,8100000
Rua Professor Araújo Maciel,Vila Fachini,60,2,2,2,450000
Rua Teresa Lon,Jardim Patente Novo,190,3,4,4,780000
Planalto Paulista São Paulo,SP,238,5,6,2,2200000
Rua Dom Lúcio de Sousa,Vila Gumercindo,172,4,1,1,849000
Rua Domingos Gonçalo,Jardim Campo Grande,240,3,5,4,2300000
Rua Zilda,Casa Verde Alta,223,3,2,3,640000
Campo Belo São Paulo,SP,300,4,4,2,2300000
Rua Pau,"Brasil, 10",464,5,4,4,4000000
Jardim Paulista São Paulo,SP,420,4,4,2,3800000
Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul),200,2,4,3,1100000
Alto de Pinheiros São Paulo,SP,670,5,4,7,15000000
Rua Pio IV,Jardim Vitoria Regia,411,4,5,5,3500000
Rua Clarence,Vila Cruzeiro,160,3,5,2,1650000
Rua Francisco Tapajós,Vila Santo Estéfano,82,3,2,1,520000
Alto de Pinheiros São Paulo,SP,408,4,6,8,3300000
Jardim Leonor São Paulo,SP,700,4,7,15,2500000
Parque Colonial São Paulo,SP,170,3,2,2,798000
Rua Muniz Barreiros,Vila Formosa,160,3,3,3,640000
Campo Belo São Paulo,SP,156,3,3,2,2200000
Rua Joaquim Nabuco,Brooklin Paulista,647,5,2,5,3400000
Jardim Novo Mundo São Paulo,SP,180,3,4,4,1950000
Avenida Lineu de Paula Machado,Jardim Everest,700,5,5,10,3600000
Rua Abreu Lemos,Jardim Franca,400,4,5,6,1790000
Rua João de Santa Maria,Vila Brasilina,184,3,4,3,1280000
Rua Cláudio Rossi,Jardim da Glória,200,2,2,4,1200000
Jardim Guedala São Paulo,SP,850,4,6,8,8500000
Bosque da Saúde São Paulo,SP,255,3,1,10,1900000
Planalto Paulista São Paulo,SP,397,4,6,5,2495000
Parque Jabaquara São Paulo,SP,75,2,2,3,586000
Rua Bernardino de Campos,Campo Belo,173,3,4,2,880000
Rua João Della Manna,Rolinópolis,380,3,6,8,1200000
Rua Estados Unidos,Jardim América,1200,4,6,24,65000000
Jardim da Glória São Paulo,SP,35677,3,3,4,2550000
Jardim Luzitânia São Paulo,SP,400,4,6,3,4800000
Mooca São Paulo,SP,89,2,1,1,480000
Rua Diogo Freire,Bosque da Saúde,180,3,3,2,800000
Rua Saturnino dos Santos,Cursino,203,6,4,4,800000
Rua Manoel Benavente,Vila Picinin,240,9,6,1,600000
Mooca São Paulo,SP,106,3,3,2,450000
Rua Girassol,Pinheiros,180,3,3,2,3000000
Rua Ministro José G. R. Alckmin,Santo Amaro,200,3,2,3,1290000
Morumbi São Paulo,SP,550,4,7,3,13000
Rua Dom Luís de Bragança,Mirandópolis,194,3,3,2,1150000
Parque Nações Unidas São Paulo,SP,135,2,2,4,400000
Rua Margarida Silveira Leite,Alto da Mooca,120,2,1,1,700000
Rua Godofredo Braga,Vila Fachini,100,2,1,1,420000
Vila Anglo Brasileira São Paulo,SP,432,4,2,10,2500000
Rua Moura Brasil,Butantã,300,3,3,4,1600000
Jardim Bonfiglioli São Paulo,SP,170,3,3,3,920000
Avenida Portugal,Brooklin Paulista,180,3,2,4,1700000
Rua Florânia,Vila Nair,148,3,2,2,645000
Vila Tramontano São Paulo,SP,345,4,6,4,1700000
Rua Engenheiro Agenor Machado,Santo Amaro,151,3,2,3,2000000
Fazenda Morumbi São Paulo,SP,850,3,3,6,6000000
Vila Gumercindo São Paulo,SP,270,3,3,4,1500000
Parque Imperial São Paulo,SP,120,3,1,3,600000
Rua Professor Wlademir Pereira,Vila São Silvestre,190,4,5,3,1300000
Retiro Morumbi São Paulo,SP,2200,6,8,12,19000000
Rua Antônio Gomide,Planalto Paulista,133,3,5,2,1200000
Rua Ajururés,Brooklin Paulista,250,3,5,4,1100000
Ipiranga São Paulo,SP,650,4,3,4,1510000
Planalto Paulista São Paulo,SP,303,3,2,3,2000000
Rua Nossa Senhora do Pilar,Jardim Trussardi,100,3,3,2,690000
Rua Sônia Ribeiro,Brooklin,271,3,2,3,1485000
Rua Maestro Chiaffarelli,Jardim Paulista,250,3,5,2,4560000
Rua Osório,Vila Inah,390,4,4,4,1750000
Campo Belo São Paulo,SP,480,4,6,5,3000000
Jardim Cordeiro São Paulo,SP,538,3,3,5,24000
Jardim Aeroporto São Paulo,SP,152,5,5,4,839000
Cidade Jardim São Paulo,SP,450,3,4,3,3500000
Rua Joaquim Nabuco,Brooklin Paulista,647,5,2,5,3400000
Rua Doutor Altair Martins,Jardim Maria Augusta,100,2,2,6,550000
Rua Tapuçu,Vila Sofia,90,2,2,1,670000
Rua Ferreira de Araújo,Pinheiros,180,3,2,10,3100000
Rua Grajaú,Sumaré,250,3,4,2,2690000
Jardim Petrópolis São Paulo,SP,747,4,5,8,6300000
Avenida Lins de Vasconcelos,Cambuci,125,3,5,2,900000
Brooklin São Paulo,SP,350,4,2,5,18000
Rua Antistenes,Jardim São Jorge,75,2,1,2,345000
Rua Bélgica,Jardim Europa,750,5,8,8,18000000
Rua Pedro de Sousa Campos Filho,Vila Madalena,166,2,3,1,940000
Indianópolis São Paulo,SP,260,4,3,3,1600000
Vila Caraguatá São Paulo,SP,163,3,1,4,550000
Avenida Alcindo Ferreira,Parque do Castelo,253,2,2,4,890000
Rua Romão Gomes,Butantã,177,4,5,3,2915000
Chácara Santo Antônio (Zona Sul) São Paulo,SP,816,5,8,8,4200000
Jardim Cordeiro São Paulo,SP,605,3,5,6,2900000
Jardim Petrópolis São Paulo,SP,140,2,3,2,1250000
Rua José dos Santos Júnior,Campo Belo,168,3,2,1,1600000
Jardim Guedala São Paulo,SP,558,4,6,4,4850000
Rua Oliveira Dias,Jardim Paulista,530,4,2,6,5000000
Rua Escobar Ortiz,Vila Nova Conceição,200,3,4,6,5300000
Rua Alberto Faria,Alto de Pinheiros,347,4,6,5,3400000
Rua José Guilger Sobrinho,Santo Amaro,110,3,3,2,750000
Planalto Paulista São Paulo,SP,223,3,3,2,1600000
Cidade Jardim São Paulo,SP,495,4,6,4,4300000
Rua Regina Badra,Jardim dos Estados,345,3,3,3,2500000
Rua Henriqueta Salvadore Giacometti,Terceira Divisão de Interlagos,104,3,1,2,430000
Rua Ferreira do Alentejo,Jardim Caravelas,240,4,4,3,1535000
Parque Continental São Paulo,SP,133,3,2,2,850000
Jardim Luzitânia São Paulo,SP,436,4,5,4,5200000
Jardim do Colégio (Zona Norte) São Paulo,SP,300,3,4,6,1080000
Vila Bela São Paulo,SP,110,2,3,2,485000
Jardim Paulistano São Paulo,SP,399,4,3,4,4500000
Rua Almirante Soares Dutra,Morumbi,400,4,1,2,3500000
Chácara Santo Antônio (Zona Sul) São Paulo,SP,200,3,3,2,1550000
Rua Doutor José Maria Whitaker,Vila Sônia,535,3,6,4,2980000
Pacaembu São Paulo,SP,350,4,6,6,3800000
Vila Bela São Paulo,SP,110,2,3,2,479900
Rua Marechal Bina Machado,Jardim Marajoara,300,3,5,3,1480000
Rua Doutor Mário Vicente,Vila Dom Pedro I,210,3,4,2,950000
